ok	About-Pages-Banner-300x59.jpg	6444
ok	About-Pages-Banner-624x123.jpg	17561
ok	About-Pages-Banner.jpg	23835
ok	About-Side-Image-Small.jpg	130560
ok	Accomplish-banner-image-624x123.jpg	31707
ok	Accomplishments-Side-Image-1.jpg	55948
ok	Aquatic-150x150.jpg	11652
ok	Aquatic.jpg	494089
ok	Baseball-150x150.jpg	9923
ok	Baseball.jpg	301470
ok	Biking-150x150.jpg	8581
ok	Biking.jpg	232711
ok	Child-150x150.jpg	8578
ok	Child.jpg	194073
ok	Contact-Banner-300x59.jpg	8501
ok	Contact-Banner-624x123.jpg	24060
ok	Contact-Banner.jpg	32032
ok	Contact-Side-Image-Small.jpg	68741
ok	Cup-150x150.jpg	9259
ok	DSC_4383-e1525834133140-150x150.jpg	87886
ok	Cup.jpg	177834
ok	DSC_1790-150x150.jpg	88355
ok	DSC_1799-150x150.jpg	14137
ok	DSC_1806-150x150.jpg	15014
ok	DSC_1810-150x150.jpg	14399
ok	DSC_1816-150x150.jpg	14189
ok	DSC_1823-150x150.jpg	13375
ok	DSC_1827-150x150.jpg	14235
ok	DSC_1832-150x150.jpg	13352
ok	DSC_1835-150x150.jpg	88541
ok	DSC_1843-150x150.jpg	87510
ok	DSC_1848-150x150.jpg	87852
ok	DSC_1856-150x150.jpg	14467
ok	DSC_1857-150x150.jpg	13737
ok	DSC_1865-150x150.jpg	14230
ok	DSC_4355-e1525834191541-150x150.jpg	88451
ok	DSC_4372-150x150.jpg	89275
ok	DSC_4373-e1525834171291-150x150.jpg	89169
ok	DSC_4379-150x150.jpg	11990
fail	DSC_4388-e1525834113759-150x150.jpg
fail	DSC_4396-150x150.jpg
fail	DSC_4413-e1525834090942-150x150.jpg
fail	DSC_4417-150x150.jpg
fail	DSC_4419-e1525834059534-150x150.jpg
fail	DSC_4426-150x150.jpg
fail	DSC_4433-150x150.jpg
fail	DSC_4449-150x150.jpg
fail	Dog-150x150.jpg
fail	Dog.jpg
fail	FOLP-Sign-2021-2-214x300.jpg
fail	FOLP_const2-300x148.jpg
fail	FOLP_const2.jpg
fail	FOLP_const_1-300x142.jpg
fail	FOLP_const_1.jpg
fail	Facilities-Pages-Banner-624x123.jpg
fail	Facilities-Side-Image-Small.jpg
fail	Fall-Clean-up-6-1024x768.jpg
fail	Fall-Clean-up-6-300x225.jpg
fail	Fall-Clean-up-6-624x468.jpg
fail	Fall-Clean-up-6-768x576.jpg
fail	Fetch-150x150.jpg
fail	Fetch.jpg
fail	Friends-150x150.jpg
fail	Friends.jpg
fail	Gallery-Pages-Banner-Full--624x123.jpg
fail	Gallery-Side-Image-Small.jpg
fail	Garden-Sign-Rake-2022-300x225.jpg
fail	Garden-Sign-Rake-2022.jpg
fail	Home-Page-Banner-300x59.jpg
fail	Home-Page-Banner-624x123.jpg
fail	Home-Page-Banner.jpg
fail	Home-Side-Image-Small.jpg
fail	Laf-Pk-Ctr-Opening-24-1024x680.jpg
fail	Laf-Pk-Ctr-Opening-24-300x199.jpg
fail	Laf-Pk-Ctr-Opening-24-624x414.jpg
fail	Laf-Pk-Ctr-Opening-24-768x510.jpg
ok	Laf-Pk-Ctr-Opening-9-1024x680.jpg	229630
ok	Laf-Pk-Ctr-Opening-9-300x199.jpg	85545
ok	Laf-Pk-Ctr-Opening-9-624x414.jpg	135809
ok	Laf-Pk-Ctr-Opening-9-768x510.jpg	165972
ok	Membership-Banner-624x123.jpg	22666
ok	Membership-Side-Image-Small.jpg	78742
ok	News-Events-Page-Banner-F-624x123.jpg	19293
ok	News-Events-Side-Image-Sm.jpg	71704
ok	Playground-150x150.jpg	9348
ok	Playground.jpg	156176
ok	Rec-Center-FLOOR-Plan-1024x644.png	187581
ok	Rec-Center-FLOOR-Plan-300x189.png	33915
fail	Rec-Center-FLOOR-Plan-624x392.png
fail	Rec-Center-FLOOR-Plan-768x483.png
fail	Rec-Center-FLOOR-Plan.png
fail	Rec-Center-SW-View-with-DGS-Logo-1024x646.png
fail	Rec-Center-SW-View-with-DGS-Logo-300x189.png
ok	Rec-Center-SW-View-with-DGS-Logo-624x394.png	481349
ok	Rec-Center-SW-View-with-DGS-Logo-768x485.png	723317
ok	Rec-Center-SW-View-with-DGS-Logo.png	2001681
ok	Rec-Center-Spring-2021-1-1024x768.jpg	240444
ok	Rec-Center-Spring-2021-1-300x225.jpg	23377
ok	Rec-Center-Spring-2021-1-624x468.jpg	91254
ok	Rec-Center-Spring-2021-1-768x576.jpg	136823
ok	Rec-Center-Spring-2021-2-1024x768.jpg	298013
fail	Rec-Center-Spring-2021-2-300x225.jpg
fail	Rec-Center-Spring-2021-2-624x468.jpg
fail	Rec-Center-Spring-2021-2-768x576.jpg
fail	Swing-Set-150x150.jpg
fail	Swing-Set.jpg
fail	Tennis-150x150.jpg
fail	Tennis.jpg
fail	Tire-Swing-150x150.jpg
fail	Tire-Swing.jpg
fail	Wagon-150x150.jpg
fail	Wagon.jpg
fail	Walking-150x150.jpg
fail	Walking.jpg
fail	Water-Fountain-150x150.jpg
fail	Water-Fountain.jpg
fail	about_park.jpg
fail	amphitheater.jpg
fail	fall_leaves.jpg
fail	moving_on.jpg
fail	news_signup_banner-624x130.jpg
fail	news_signup_banner.jpg
fail	pet_waste.jpg
fail	terms_banner-300x62.jpg
fail	terms_banner-624x130.jpg
fail	terms_banner.jpg
fail	tulips-300x199.jpg
fail	tulips.jpg
